Date,Temp,City,Measuring Device,Where,Noise
1982-03-22,20.7,City A,Device 1,Airport,6.159617435399273
1982-03-23,15.6,City A,Device 1,Airport,2.4456330304075196
1982-03-24,13.2,City A,Device 1,Airport,8.002644271040904
1982-03-25,14.5,City A,Device 1,Airport,3.8455032535016285
1982-03-26,16.8,City A,Device 1,Airport,9.37432471582856
1982-03-27,17.2,City A,Device 1,Airport,3.4032979373054673
1982-03-28,13.4,City A,Device 1,Airport,8.354400190153086
1982-03-29,14.2,City A,Device 1,Airport,7.023188314462606
1982-03-30,14.3,City A,Device 1,Airport,2.8328242837575472
1982-03-31,10.2,City A,Device 1,Airport,8.296988998241538
1982-04-01,10.4,City A,Device 1,Airport,2.295096528572006
1982-04-02,12.3,City A,Device 1,Airport,2.532598433287245
1982-04-03,11.9,City A,Device 1,Airport,7.165133876338078
1982-04-04,11.2,City A,Device 1,Airport,3.1239739956020363
1982-04-05,8.5,City A,Device 1,Airport,3.218470798236471
1982-04-06,12.0,City A,Device 1,Airport,3.9682978723688227
1982-04-07,12.4,City A,Device 1,Airport,1.9994924303824524
1982-04-08,12.9,City A,Device 1,Airport,8.134983229021692
1982-04-09,10.1,City A,Device 1,Airport,6.825544095454549
1982-04-10,15.0,City A,Device 1,Airport,4.792013909928551
1982-04-11,13.6,City A,Device 1,Airport,4.67482379847938
1982-04-12,12.4,City A,Device 1,Airport,6.350466538301537
1982-04-13,13.6,City A,Device 1,Airport,10.296005301557216
1982-04-14,16.1,City A,Device 1,Airport,7.612909407596727
1982-04-15,19.5,City A,Device 1,Airport,3.4746285971737976
1982-04-16,14.2,City A,Device 1,Airport,7.332257615746588
1982-04-17,9.3,City A,Device 1,Airport,4.643686483690733
1982-04-18,10.1,City A,Device 1,Airport,4.403005448588827
1982-04-19,7.4,City A,Device 1,Airport,10.599414125456375
1982-04-20,8.6,City A,Device 1,Airport,3.743186306965631
1982-04-21,7.8,City A,Device 1,Airport,3.5624452546177823
1982-04-22,9.1,City A,Device 1,Airport,-0.8563158617356974
1982-04-23,13.0,City A,Device 1,Airport,0.7930125636405894
1982-04-24,16.5,City A,Device 1,Airport,6.353368816203796
1982-04-25,12.9,City A,Device 1,Airport,2.9152372964442828
1982-04-26,6.9,City A,Device 1,Airport,6.546241405349723
1982-04-27,6.9,City A,Device 1,Airport,1.6553868429021894
1982-04-28,8.7,City A,Device 1,Airport,2.6980705210047957
1982-04-29,10.0,City A,Device 1,Airport,7.023712120868011
1982-04-30,10.8,City A,Device 1,Airport,9.382677141389234
1982-05-01,7.5,City A,Device 1,Airport,6.777418404272059
1982-05-02,6.3,City A,Device 1,Airport,8.593492525163754
1982-05-03,11.9,City A,Device 1,Airport,10.11378251411722
1982-05-04,13.8,City A,Device 1,Airport,8.120267459462285
1982-05-05,11.8,City A,Device 1,Airport,2.244679885099922
1982-05-06,11.0,City A,Device 1,Airport,4.683965862477374
1982-05-07,10.1,City A,Device 1,Airport,6.890587012054733
1982-05-08,8.5,City A,Device 1,Airport,3.7554592961352937
1982-05-09,5.5,City A,Device 1,Airport,6.355838111963669
1982-05-10,7.6,City A,Device 1,Airport,0.26253114381660403
1982-05-11,8.7,City A,Device 1,Airport,2.5141160634307824
1982-05-12,10.8,City A,Device 1,Airport,6.586639236755522
1982-05-13,11.2,City A,Device 1,Airport,-1.7112595333374117
1982-05-14,9.1,City A,Device 1,Airport,1.6768624931463427
1982-05-15,3.7,City A,Device 1,Airport,4.946845046269573
1982-05-16,4.6,City A,Device 1,Airport,-0.15818342385856887
1982-05-17,6.6,City A,Device 1,Airport,5.171362988246276
1982-05-18,13.2,City A,Device 1,Airport,2.60135752792472
1982-05-19,15.2,City A,Device 1,Airport,4.125216213497502
1982-05-20,7.6,City A,Device 1,Airport,4.223051439798403
1982-05-21,8.4,City A,Device 1,Airport,5.567879592675973
1982-05-22,6.0,City A,Device 1,Airport,3.308633796253092
1982-05-23,8.3,City A,Device 1,Airport,5.269059221967771
1982-05-24,8.6,City A,Device 1,Airport,3.1965295980518498
1982-05-25,11.1,City A,Device 1,Airport,6.668220530232156
1982-05-26,12.1,City A,Device 1,Airport,10.081427339864243
1982-05-27,12.9,City A,Device 1,Airport,5.590609337750874
1982-05-28,14.0,City A,Device 1,Airport,5.509607766042715
1982-05-29,12.5,City A,Device 1,Airport,1.5079760865163934
1982-05-30,11.5,City A,Device 1,Airport,7.080098676981153
1982-05-31,7.0,City A,Device 1,Airport,2.7257980143313034
1982-06-01,7.1,City A,Device 1,Airport,2.5734584105836142
1982-06-02,9.0,City A,Device 1,Airport,6.672318358574101
1982-06-03,3.1,City A,Device 1,Airport,5.543116233073612
1982-06-04,2.5,City A,Device 1,Airport,8.321526352847187
1982-06-05,0.0,City A,Device 1,Airport,9.328630785488928
1982-06-06,1.6,City A,Device 1,Airport,3.3809553133925228
1982-06-07,2.6,City A,Device 1,Airport,5.385130970467833
1982-06-08,5.7,City A,Device 1,Airport,10.281245550725966
1982-06-09,2.3,City A,Device 1,Airport,7.899617750687172
1982-06-10,4.5,City A,Device 1,Airport,7.139147150909808
1982-06-11,8.2,City A,Device 1,Airport,8.918618195406346
1982-06-12,6.9,City A,Device 1,Airport,3.1861910925068724
1982-06-13,7.3,City A,Device 1,Airport,6.909750228243892
1982-06-14,6.0,City A,Device 1,Airport,9.227760168092026
1982-06-15,7.3,City A,Device 1,Airport,9.862736856865244
1982-06-16,7.6,City A,Device 1,Airport,2.5814455478533276
1982-06-17,8.0,City A,Device 1,Airport,4.244977377105727
1982-06-18,8.0,City A,Device 1,Airport,6.148145521173092
1982-06-19,6.8,City A,Device 1,Airport,4.133007970970552
1982-06-20,7.3,City A,Device 1,Airport,3.8245512805758546
1982-06-21,6.2,City A,Device 1,Airport,7.052003984545859
1982-06-22,6.9,City A,Device 1,Airport,3.939770051398957
1982-06-23,8.9,City A,Device 1,Airport,-0.3637386735991477
1982-06-24,4.0,City A,Device 1,Airport,6.0855419475187045
1982-06-25,1.3,City A,Device 1,Airport,3.726521628287218
1982-06-26,0.8,City A,Device 1,Airport,2.8054070548089998
1982-06-27,4.3,City A,Device 1,Airport,0.30278554803228364
1982-06-28,7.3,City A,Device 1,Airport,8.041467400915117
1982-06-29,7.7,City A,Device 1,Airport,-1.681337895550044
1982-06-30,9.0,City A,Device 1,Airport,-0.09800081416688755
1982-07-01,4.2,City A,Device 1,Airport,4.17246181231657
1982-07-02,1.6,City A,Device 1,Airport,8.686866756952092
1982-07-03,2.6,City A,Device 1,Airport,8.92911771704796
1982-07-04,3.4,City A,Device 1,Airport,1.535052095211907
1982-07-05,3.9,City A,Device 1,Airport,4.467103412049347
1982-07-06,7.0,City A,Device 1,Airport,0.46863087473729337
1982-07-07,7.8,City A,Device 1,Airport,8.033621191324725
1982-07-08,5.3,City A,Device 1,Airport,0.5703120184394592
1982-07-09,2.4,City A,Device 1,Airport,4.570412764978287
1982-07-10,2.8,City A,Device 1,Airport,8.098951336849254
1982-07-11,4.0,City A,Device 1,Airport,4.332757914410275
1982-07-12,7.5,City A,Device 1,Airport,9.410481031477222
1982-07-13,7.8,City A,Device 1,Airport,2.389975330427444
1982-07-14,5.6,City A,Device 1,Airport,6.107571408640621
1982-07-15,3.3,City A,Device 1,Airport,7.559846557471199
1982-07-16,5.0,City A,Device 1,Airport,4.5808648086767825
1982-07-17,3.7,City A,Device 1,Airport,9.158942792738957
1982-07-18,3.9,City A,Device 1,Airport,6.644388754064579
1982-07-19,5.2,City A,Device 1,Airport,0.08765122097497446
1982-07-20,0.2,City A,Device 1,Airport,16.87580811211389
1982-07-21,0.8,City A,Device 1,Airport,6.9459309322720015
1982-07-22,0.9,City A,Device 1,Airport,5.322029881470769
1982-07-23,3.5,City A,Device 1,Airport,0.803561544000571
1982-07-24,6.6,City A,Device 1,Airport,5.245303456416849
1982-07-25,9.5,City A,Device 1,Airport,3.620171507477939
1982-07-26,9.0,City A,Device 1,Airport,6.933060998090967
1982-07-27,3.5,City A,Device 1,Airport,6.115010873635596
1982-07-28,4.5,City A,Device 1,Airport,10.559028455208137
1982-07-29,5.7,City A,Device 1,Airport,5.4267541175789535
1982-07-30,5.6,City A,Device 1,Airport,6.540516439965643
1982-07-31,7.1,City A,Device 1,Airport,6.117370554534327
1982-08-01,9.7,City A,Device 1,Airport,4.554530590821819
1982-08-02,8.3,City A,Device 1,Airport,4.449799408039929
1982-08-03,9.1,City A,Device 1,Airport,8.303000608005444
1982-08-04,2.8,City A,Device 1,Airport,7.340081406015888
1982-08-05,2.2,City A,Device 1,Airport,3.11167518783866
1982-08-06,4.5,City A,Device 1,Airport,1.6596916910810293
1982-08-07,3.8,City A,Device 1,Airport,4.797769925159437
1982-08-08,3.8,City A,Device 1,Airport,8.48431994502318
1982-08-09,6.2,City A,Device 1,Airport,4.917411841196066
1982-08-10,11.5,City A,Device 1,Airport,10.239305267683918
1982-08-11,10.2,City A,Device 1,Airport,2.6747891387796954
1982-08-12,7.9,City A,Device 1,Airport,5.424921612997416
1982-08-13,9.0,City A,Device 1,Airport,-2.5489115828972473
1982-08-14,9.5,City A,Device 1,Airport,3.212996357269129
1982-08-15,6.0,City A,Device 1,Airport,4.072636044074414
1982-08-16,8.2,City A,Device 1,Airport,6.532813323476267
1982-08-17,9.2,City A,Device 1,Airport,10.131985516013406
1982-08-18,4.3,City A,Device 1,Airport,5.10483076809122
1982-08-19,6.6,City A,Device 1,Airport,9.361752744826452
1982-08-20,9.4,City A,Device 1,Airport,6.985043229397947
1982-08-21,13.2,City A,Device 1,Airport,7.959056540636193
1982-08-22,6.6,City A,Device 1,Airport,3.601535429522216
1982-08-23,5.1,City A,Device 1,Airport,9.154974030945915
1982-08-24,12.1,City A,Device 1,Airport,1.781107163865065
1982-08-25,11.2,City A,Device 1,Airport,6.485475833600949
1982-08-26,8.5,City A,Device 1,Airport,2.1438136978812232
1982-08-27,4.6,City A,Device 1,Airport,3.4455633428037356
1982-08-28,7.0,City A,Device 1,Airport,0.6157891858336813
1982-08-29,14.2,City A,Device 1,Airport,3.4509562740619333
1982-08-30,12.7,City A,Device 1,Airport,6.053350689532897
1982-08-31,7.6,City A,Device 1,Airport,4.793688610764084
1982-09-01,4.0,City A,Device 1,Airport,0.9567051762390086
1982-09-02,10.0,City A,Device 1,Airport,9.412219570074107
1982-09-03,10.5,City A,Device 1,Airport,6.0116628149253755
1982-09-04,5.0,City A,Device 1,Airport,8.02419629922729
1982-09-05,4.5,City A,Device 1,Airport,7.3556807589040645
1982-09-06,8.2,City A,Device 1,Airport,3.0053966990983603
1982-09-07,4.3,City A,Device 1,Airport,-0.8351408758361174
1982-09-08,9.8,City A,Device 1,Airport,2.2537268953048817
1982-09-09,5.8,City A,Device 1,Airport,8.675467547819693
1982-09-10,5.0,City A,Device 1,Airport,1.8393617788990548
1982-09-11,8.5,City A,Device 1,Airport,7.448131052972183
1982-09-12,9.0,City A,Device 1,Airport,3.1627790806135287
1982-09-13,3.6,City A,Device 1,Airport,6.179327734561951
1982-09-14,6.7,City A,Device 1,Airport,-0.47175955787558177
1982-09-15,6.7,City A,Device 1,Airport,8.501225497999892
1982-09-16,10.1,City A,Device 1,Airport,4.880993899728554
1982-09-17,15.0,City A,Device 1,Airport,7.657477396897722
1982-09-18,8.9,City A,Device 1,Airport,5.569584948149287
1982-09-19,5.7,City A,Device 1,Airport,7.394191385896829
1982-09-20,4.2,City A,Device 1,Airport,4.6942038822092
1982-09-21,4.0,City A,Device 1,Airport,7.230069630541587
1982-09-22,5.3,City A,Device 1,Airport,0.47128194732786977
1982-09-23,6.3,City A,Device 1,Airport,1.7578679226634804
1982-09-24,8.5,City A,Device 1,Airport,7.176422013444607
1982-09-25,11.5,City A,Device 1,Airport,4.88246523137151
1982-09-26,7.7,City A,Device 1,Airport,4.313737486339362
1982-09-27,9.2,City A,Device 1,Airport,4.461163116045926
1982-09-28,7.8,City A,Device 1,Airport,6.505175328035497
1982-09-29,6.3,City A,Device 1,Airport,3.219968737272743
1982-09-30,6.3,City A,Device 1,Airport,6.530922790235768
1982-10-01,8.6,City A,Device 1,Airport,2.2526244527939623
1982-10-02,6.1,City A,Device 1,Airport,3.778243870940103
1982-10-03,13.2,City A,Device 1,Airport,7.954855015157633
1982-10-04,9.9,City A,Device 1,Airport,8.213757283537673
1982-10-05,4.7,City A,Device 1,Airport,1.7085369192339135
1982-10-06,5.8,City A,Device 1,Airport,7.515904241685132
1982-10-07,14.9,City A,Device 1,Airport,1.882453033895291
1982-10-08,10.7,City A,Device 1,Airport,7.199069695157235
1982-10-09,8.6,City A,Device 1,Airport,-0.6964361779578843
1981-01-01,35.7,City B,Device 2,Downtown,1.6486679226826624
1981-01-02,32.9,City B,Device 2,Downtown,3.4730831665314157
1981-01-03,33.8,City B,Device 2,Downtown,4.500542135342122
1981-01-04,29.6,City B,Device 2,Downtown,9.270843288046962
1981-01-05,30.8,City B,Device 2,Downtown,7.711997522010581
1981-01-06,30.8,City B,Device 2,Downtown,9.726403725717143
1981-01-07,30.8,City B,Device 2,Downtown,8.619823694106705
1981-01-08,32.4,City B,Device 2,Downtown,4.151409345095466
1981-01-09,36.8,City B,Device 2,Downtown,4.2010193470438395
1981-01-10,35.0,City B,Device 2,Downtown,8.206914866603789
1981-01-11,31.2,City B,Device 2,Downtown,5.121114293068517
1981-01-12,28.3,City B,Device 2,Downtown,4.529018982520046
1981-01-13,31.7,City B,Device 2,Downtown,0.9943918309544255
1981-01-14,36.5,City B,Device 2,Downtown,4.680619635333381
1981-01-15,40.0,City B,Device 2,Downtown,-3.3729892200815392
1981-01-16,35.7,City B,Device 2,Downtown,3.6316473345539437
1981-01-17,35.6,City B,Device 2,Downtown,2.0603292450145982
1981-01-18,39.8,City B,Device 2,Downtown,7.077723042618067
1981-01-19,32.7,City B,Device 2,Downtown,3.5639829307530153
1981-01-20,30.5,City B,Device 2,Downtown,4.0128453519767575
1981-01-21,33.2,City B,Device 2,Downtown,9.041316394011492
1981-01-22,27.1,City B,Device 2,Downtown,1.8527967644941516
1981-01-23,29.4,City B,Device 2,Downtown,5.949976685469963
1981-01-24,31.0,City B,Device 2,Downtown,-0.6858008424293978
1981-01-25,31.5,City B,Device 2,Downtown,5.269187352333954
1981-01-26,33.7,City B,Device 2,Downtown,6.230797236190533
1981-01-27,34.4,City B,Device 2,Downtown,7.579612915390737
1981-01-28,32.2,City B,Device 2,Downtown,2.3039504200440617
1981-01-29,30.5,City B,Device 2,Downtown,5.958970825833781
1981-01-30,30.1,City B,Device 2,Downtown,5.954462599036068
1981-01-31,30.4,City B,Device 2,Downtown,4.942305097707088
1981-02-01,30.3,City B,Device 2,Downtown,5.450048836183411
1981-02-02,33.8,City B,Device 2,Downtown,6.390602965194996
1981-02-03,36.9,City B,Device 2,Downtown,6.193641274645554
1981-02-04,34.9,City B,Device 2,Downtown,2.011967332734801
1981-02-05,31.6,City B,Device 2,Downtown,1.4124154690265547
1981-02-06,31.8,City B,Device 2,Downtown,12.517940855956018
1981-02-07,29.6,City B,Device 2,Downtown,10.759376859284263
1981-02-08,32.1,City B,Device 2,Downtown,0.8249183718378994
1981-02-09,40.0,City B,Device 2,Downtown,6.350653226113536
1981-02-10,30.0,City B,Device 2,Downtown,6.882311248259331
1981-02-11,28.7,City B,Device 2,Downtown,7.254011705481454
1981-02-12,28.9,City B,Device 2,Downtown,5.42118630934205
1981-02-13,33.3,City B,Device 2,Downtown,2.219384182374127
1981-02-14,37.0,City B,Device 2,Downtown,4.452738780910707
1981-02-15,37.1,City B,Device 2,Downtown,3.5266245866275456
1981-02-16,36.2,City B,Device 2,Downtown,5.403119348119263
1981-02-17,33.4,City B,Device 2,Downtown,4.19488608763827
1981-02-18,31.6,City B,Device 2,Downtown,4.604973121138945
1981-02-19,31.1,City B,Device 2,Downtown,8.055657424303647
1981-02-20,30.7,City B,Device 2,Downtown,8.691674599864173
1981-02-21,31.6,City B,Device 2,Downtown,1.4566904816845305
1981-02-22,31.5,City B,Device 2,Downtown,3.6202096866962563
1981-02-23,29.4,City B,Device 2,Downtown,2.627600138674497
1981-02-24,29.4,City B,Device 2,Downtown,8.671166635880327
1981-02-25,33.5,City B,Device 2,Downtown,4.821896292354502
1981-02-26,31.9,City B,Device 2,Downtown,9.346968212474707
1981-02-27,32.5,City B,Device 2,Downtown,3.5672574360298372
1981-02-28,36.2,City B,Device 2,Downtown,5.077999982556975
1981-03-01,32.8,City B,Device 2,Downtown,0.9539106596082734
1981-03-02,33.6,City B,Device 2,Downtown,8.90760660945854
1981-03-03,32.0,City B,Device 2,Downtown,3.912163737268224
1981-03-04,31.0,City B,Device 2,Downtown,0.5445306460236372
1981-03-05,28.3,City B,Device 2,Downtown,3.2226161445401917
1981-03-06,29.3,City B,Device 2,Downtown,-1.914723813310414
1981-03-07,26.4,City B,Device 2,Downtown,4.904548481903626
1981-03-08,31.3,City B,Device 2,Downtown,5.337463227242587
1981-03-09,31.1,City B,Device 2,Downtown,5.864234501015452
1981-03-10,26.8,City B,Device 2,Downtown,9.494324550731102
1981-03-11,27.2,City B,Device 2,Downtown,4.097071538133985
1981-03-12,29.7,City B,Device 2,Downtown,7.422367751015811
1981-03-13,26.8,City B,Device 2,Downtown,5.936716067039
1981-03-14,26.3,City B,Device 2,Downtown,4.420035078577988
1981-03-15,25.6,City B,Device 2,Downtown,-1.2304060657706621
1981-03-16,26.7,City B,Device 2,Downtown,7.842503502037028
1981-03-17,29.2,City B,Device 2,Downtown,3.4880781525730473
1981-03-18,26.2,City B,Device 2,Downtown,5.053867674952479
1981-03-19,31.9,City B,Device 2,Downtown,1.188617670843561
1981-03-20,31.7,City B,Device 2,Downtown,5.848986601433005
1981-03-21,23.1,City B,Device 2,Downtown,5.324092451937036
1981-03-22,23.0,City B,Device 2,Downtown,5.088252856912297
1981-03-23,23.8,City B,Device 2,Downtown,4.595620612112829
1981-03-24,28.4,City B,Device 2,Downtown,8.147654872257704
1981-03-25,25.9,City B,Device 2,Downtown,7.898662587735025
1981-03-26,28.4,City B,Device 2,Downtown,7.177750557562463
1981-03-27,26.0,City B,Device 2,Downtown,14.963236268511093
1981-03-28,30.0,City B,Device 2,Downtown,3.1993240088680555
1981-03-29,30.7,City B,Device 2,Downtown,3.861447453398361
1981-03-30,29.5,City B,Device 2,Downtown,1.955588927423987
1981-03-31,30.8,City B,Device 2,Downtown,6.30795858888923
1981-04-01,31.7,City B,Device 2,Downtown,2.937537820819477
1981-04-02,31.8,City B,Device 2,Downtown,-3.09508522499814
1981-04-03,32.5,City B,Device 2,Downtown,1.3599856225138862
1981-04-04,32.1,City B,Device 2,Downtown,5.216755697467653
1981-04-05,33.1,City B,Device 2,Downtown,8.029362004842675
1981-04-06,31.6,City B,Device 2,Downtown,0.329175326404906
1981-04-07,25.0,City B,Device 2,Downtown,3.162673615146967
1981-04-08,29.9,City B,Device 2,Downtown,4.581944583647236
1981-04-09,30.9,City B,Device 2,Downtown,2.8143875317258953
1981-04-10,28.0,City B,Device 2,Downtown,6.593491380368675
1981-04-11,22.6,City B,Device 2,Downtown,5.0120025259261265
1981-04-12,26.5,City B,Device 2,Downtown,5.963797743451495
1981-04-13,28.5,City B,Device 2,Downtown,2.8243552227639013
1981-04-14,28.0,City B,Device 2,Downtown,9.609608984063296
1981-04-15,28.3,City B,Device 2,Downtown,4.998874973724932
1981-04-16,27.1,City B,Device 2,Downtown,8.880648861989926
1981-04-17,27.4,City B,Device 2,Downtown,3.6830070090011673
1981-04-18,28.2,City B,Device 2,Downtown,6.770118392482491
1981-04-19,28.8,City B,Device 2,Downtown,2.961848651008297
1981-04-20,25.6,City B,Device 2,Downtown,2.1472722468476912
1981-04-21,24.0,City B,Device 2,Downtown,2.8869490054296234
1981-04-22,25.0,City B,Device 2,Downtown,4.862399941790698
1981-04-23,24.8,City B,Device 2,Downtown,4.3437996230968725
1981-04-24,26.5,City B,Device 2,Downtown,9.617621028965189
1981-04-25,23.9,City B,Device 2,Downtown,1.5538873110891624
1981-04-26,22.4,City B,Device 2,Downtown,1.7289850026355555
1981-04-27,24.9,City B,Device 2,Downtown,10.100564439936578
1981-04-28,24.3,City B,Device 2,Downtown,6.826350976724326
1981-04-29,24.9,City B,Device 2,Downtown,-0.644232601498179
1981-04-30,22.4,City B,Device 2,Downtown,6.491807295937932
1981-05-01,23.6,City B,Device 2,Downtown,5.71199809801879
1981-05-02,26.9,City B,Device 2,Downtown,-1.4333321401853514
1981-05-03,29.0,City B,Device 2,Downtown,3.8913127239877
1981-05-04,23.6,City B,Device 2,Downtown,4.947635144491466
1981-05-05,25.0,City B,Device 2,Downtown,7.194207551375197
1981-05-06,28.5,City B,Device 2,Downtown,7.8634869996430625
1981-05-07,27.0,City B,Device 2,Downtown,5.287240313330404
1981-05-08,25.5,City B,Device 2,Downtown,8.100352409792713
1981-05-09,25.7,City B,Device 2,Downtown,4.561180176165939
1981-05-10,23.1,City B,Device 2,Downtown,2.427509525780684
1981-05-11,25.1,City B,Device 2,Downtown,2.1974544705561527
1981-05-12,25.6,City B,Device 2,Downtown,6.627935883698948
1981-05-13,20.3,City B,Device 2,Downtown,-0.8745072567970329
1981-05-14,21.6,City B,Device 2,Downtown,7.0334227133594345
1981-05-15,23.5,City B,Device 2,Downtown,1.6802807978243441
1981-05-16,26.2,City B,Device 2,Downtown,3.9223277128677836
1981-05-17,24.8,City B,Device 2,Downtown,6.516145708258753
1981-05-18,20.9,City B,Device 2,Downtown,8.653822702404042
1981-05-19,18.2,City B,Device 2,Downtown,-0.8220428930946797
1981-05-20,17.1,City B,Device 2,Downtown,2.5814653641396292
1981-05-21,18.4,City B,Device 2,Downtown,5.147185077119309
1981-05-22,20.4,City B,Device 2,Downtown,3.211740996237014
1981-05-23,24.6,City B,Device 2,Downtown,7.584869304023612
1981-05-24,26.5,City B,Device 2,Downtown,-1.2591716963695792
1981-05-25,27.3,City B,Device 2,Downtown,6.085404921713141
1981-05-26,27.6,City B,Device 2,Downtown,6.277760529508448
1981-05-27,26.0,City B,Device 2,Downtown,5.147241191424891
1981-05-28,26.2,City B,Device 2,Downtown,8.306710197756026
1981-05-29,26.4,City B,Device 2,Downtown,1.311277239360713
1981-05-30,26.8,City B,Device 2,Downtown,8.325850273969024
1981-05-31,27.8,City B,Device 2,Downtown,2.891238791269494
1981-06-01,26.6,City B,Device 2,Downtown,7.1766515542362
1981-06-02,25.6,City B,Device 2,Downtown,4.027387341544367
1981-06-03,24.8,City B,Device 2,Downtown,7.443029387446776
1981-06-04,26.2,City B,Device 2,Downtown,7.341409789275123
1981-06-05,20.7,City B,Device 2,Downtown,0.6078392792582248
1981-06-06,22.1,City B,Device 2,Downtown,4.536526418568414
1981-06-07,17.5,City B,Device 2,Downtown,4.722703044375241
1981-06-08,18.5,City B,Device 2,Downtown,4.286374203629503
1981-06-09,19.6,City B,Device 2,Downtown,2.7330117046941047
1981-06-10,26.0,City B,Device 2,Downtown,10.55431368372053
1981-06-11,20.7,City B,Device 2,Downtown,5.627290029726563
1981-06-12,22.7,City B,Device 2,Downtown,9.665047982999265
1981-06-13,25.4,City B,Device 2,Downtown,3.292554039464089
1981-06-14,26.4,City B,Device 2,Downtown,1.814609716067456
1981-06-15,24.2,City B,Device 2,Downtown,5.396743336759354
1981-06-16,21.1,City B,Device 2,Downtown,3.31029018764763
1981-06-17,17.7,City B,Device 2,Downtown,12.170437887000535
1981-06-18,19.3,City B,Device 2,Downtown,5.736268547567359
1981-06-19,21.3,City B,Device 2,Downtown,8.457797405031812
1981-06-20,18.8,City B,Device 2,Downtown,4.327292683629505
1981-06-21,19.4,City B,Device 2,Downtown,4.0218160827195915
1981-06-22,22.1,City B,Device 2,Downtown,4.9072657471875925
1981-06-23,19.8,City B,Device 2,Downtown,6.0671517847280505
1981-06-24,20.8,City B,Device 2,Downtown,7.548760535284465
1981-06-25,21.2,City B,Device 2,Downtown,4.63353795466495
1981-06-26,22.3,City B,Device 2,Downtown,2.9574452779480476
1981-06-27,24.2,City B,Device 2,Downtown,1.7963702705403346
1981-06-28,25.2,City B,Device 2,Downtown,4.769961911882804
1981-06-29,24.5,City B,Device 2,Downtown,6.7188881778702685
1981-06-30,24.5,City B,Device 2,Downtown,6.3738412289292254
1981-07-01,25.7,City B,Device 2,Downtown,4.946547352838183
1981-07-02,25.0,City B,Device 2,Downtown,3.199583602293161
1981-07-03,21.5,City B,Device 2,Downtown,5.440295790160668
1981-07-04,22.0,City B,Device 2,Downtown,6.71541463659497
1981-07-05,22.4,City B,Device 2,Downtown,4.8895470304489175
1981-07-06,23.1,City B,Device 2,Downtown,5.337105466376657
1981-07-07,21.6,City B,Device 2,Downtown,4.548487023048645
1981-07-08,23.3,City B,Device 2,Downtown,7.746497804187718
1981-07-09,23.9,City B,Device 2,Downtown,3.685399197983994
1981-07-10,19.6,City B,Device 2,Downtown,5.556606862899666
1981-07-11,21.8,City B,Device 2,Downtown,6.183284090036338
1981-07-12,20.7,City B,Device 2,Downtown,7.176567674760676
1981-07-13,21.1,City B,Device 2,Downtown,9.487654297653426
1981-07-14,22.0,City B,Device 2,Downtown,7.026361427612636
1981-07-15,22.2,City B,Device 2,Downtown,6.797639706377775
1981-07-16,21.3,City B,Device 2,Downtown,0.5892887329360601
1981-07-17,23.8,City B,Device 2,Downtown,6.819211832911511
1981-07-18,20.0,City B,Device 2,Downtown,11.881152837071534
1981-07-19,22.4,City B,Device 2,Downtown,2.50996704329698
1981-07-20,25.1,City B,Device 2,Downtown,1.9414404517828512
1981-07-21,27.0,City B,Device 2,Downtown,4.356038473321932
1981-07-22,24.0,City B,Device 2,Downtown,8.063744378296704
1981-07-23,23.9,City B,Device 2,Downtown,6.574251476890471
1981-07-24,24.8,City B,Device 2,Downtown,3.568627380592004
1981-07-25,24.0,City B,Device 2,Downtown,4.892029454818426
1981-07-26,24.2,City B,Device 2,Downtown,8.111116945321724
1981-07-27,22.7,City B,Device 2,Downtown,7.017859244364437
1981-07-28,23.0,City B,Device 2,Downtown,12.286630908568938
1981-07-29,21.1,City B,Device 2,Downtown,8.01706004093365
1981-07-30,18.5,City B,Device 2,Downtown,6.060701648007887
1981-07-31,18.2,City B,Device 2,Downtown,6.844178827482345
1981-08-01,20.7,City B,Device 2,Downtown,3.9530474272533422
1981-08-02,22.7,City B,Device 2,Downtown,2.066680995401099
1981-08-03,24.0,City B,Device 2,Downtown,5.515871396502773
1981-08-04,25.0,City B,Device 2,Downtown,6.471683131428916
1981-08-05,21.2,City B,Device 2,Downtown,0.8141509248040188
1981-08-06,21.9,City B,Device 2,Downtown,3.432930604592914
1981-08-07,21.5,City B,Device 2,Downtown,3.8922322945130956
1981-08-08,21.8,City B,Device 2,Downtown,5.796927207542855
1981-08-09,22.0,City B,Device 2,Downtown,4.21860182340386
1981-08-10,20.2,City B,Device 2,Downtown,6.335290131033716
1981-08-11,18.0,City B,Device 2,Downtown,5.294336738665974
1981-08-12,20.6,City B,Device 2,Downtown,8.180982527470423
1981-08-13,22.9,City B,Device 2,Downtown,-0.13350297887347828
1981-08-14,24.0,City B,Device 2,Downtown,9.971373914128776
1981-08-15,23.6,City B,Device 2,Downtown,9.25302203899808
1981-08-16,25.3,City B,Device 2,Downtown,5.150951258441406
1981-08-17,25.5,City B,Device 2,Downtown,6.950969642757038
1981-08-18,22.6,City B,Device 2,Downtown,6.819645201239885
1981-08-19,24.7,City B,Device 2,Downtown,2.788131116720204
1981-08-20,27.5,City B,Device 2,Downtown,5.49399519754762
1981-08-21,22.4,City B,Device 2,Downtown,7.3345225372986995
1981-08-22,22.9,City B,Device 2,Downtown,5.929450275822465
1981-08-23,18.9,City B,Device 2,Downtown,8.153962303546255
1981-08-24,21.6,City B,Device 2,Downtown,5.284988330207484
